,GEO.id,HD01_VD01_x,HD01_VD01_y,HD01_VD01,HD01_VD22,HD01_VD23,GEO.id2,GEO.display-label,Alternate Commuters
209,1500000US390490002102,575,87875,273,217,132,3.90E+11,"Block Group 2, Census Tract 2.10, Franklin County, Ohio",70
210,1500000US390490002103,748,81314,339,293,95,3.90E+11,"Block Group 3, Census Tract 2.10, Franklin County, Ohio",16
211,1500000US390490002104,1004,70625,454,281,137,3.90E+11,"Block Group 4, Census Tract 2.10, Franklin County, Ohio",19
212,1500000US390490002201,672,99205,315,276,95,3.90E+11,"Block Group 1, Census Tract 2.20, Franklin County, Ohio",28
213,1500000US390490002202,937,79708,381,233,166,3.90E+11,"Block Group 2, Census Tract 2.20, Franklin County, Ohio",8
214,1500000US390490002203,1000,112721,451,314,182,3.90E+11,"Block Group 3, Census Tract 2.20, Franklin County, Ohio",10
215,1500000US390490002204,1268,89013,573,485,229,3.90E+11,"Block Group 4, Census Tract 2.20, Franklin County, Ohio",58
216,1500000US390490003101,956,37946,464,32,21,3.90E+11,"Block Group 1, Census Tract 3.10, Franklin County, Ohio",18
217,1500000US390490003102,1731,36164,826,134,25,3.90E+11,"Block Group 2, Census Tract 3.10, Franklin County, Ohio",27
218,1500000US390490003103,524,50875,299,93,23,3.90E+11,"Block Group 3, Census Tract 3.10, Franklin County, Ohio",29
219,1500000US390490003201,1191,46086,639,96,20,3.90E+11,"Block Group 1, Census Tract 3.20, Franklin County, Ohio",0
220,1500000US390490003202,1182,57895,488,127,35,3.90E+11,"Block Group 2, Census Tract 3.20, Franklin County, Ohio",9
221,1500000US390490003301,419,35750,215,75,31,3.90E+11,"Block Group 1, Census Tract 3.30, Franklin County, Ohio",0
222,1500000US390490003302,1321,39324,607,29,0,3.90E+11,"Block Group 2, Census Tract 3.30, Franklin County, Ohio",44
223,1500000US390490003303,681,35093,348,37,8,3.90E+11,"Block Group 3, Census Tract 3.30, Franklin County, Ohio",16
224,1500000US390490004101,1456,85313,651,391,238,3.90E+11,"Block Group 1, Census Tract 4.10, Franklin County, Ohio",114
225,1500000US390490004102,992,51454,674,277,161,3.90E+11,"Block Group 2, Census Tract 4.10, Franklin County, Ohio",56
226,1500000US390490004201,758,74375,358,303,76,3.90E+11,"Block Group 1, Census Tract 4.20, Franklin County, Ohio",32
227,1500000US390490004202,999,62976,510,309,160,3.90E+11,"Block Group 2, Census Tract 4.20, Franklin County, Ohio",28
228,1500000US390490004203,633,64740,321,252,49,3.90E+11,"Block Group 3, Census Tract 4.20, Franklin County, Ohio",23
229,1500000US390490004204,967,84018,419,266,165,3.90E+11,"Block Group 4, Census Tract 4.20, Franklin County, Ohio",86
230,1500000US390490005001,1111,80847,438,252,175,3.90E+11,"Block Group 1, Census Tract 5, Franklin County, Ohio",74
231,1500000US390490005002,1019,62054,485,397,175,3.90E+11,"Block Group 2, Census Tract 5, Franklin County, Ohio",59
232,1500000US390490005003,1339,57404,624,412,146,3.90E+11,"Block Group 3, Census Tract 5, Franklin County, Ohio",199
233,1500000US390490005004,1008,,652,152,75,3.90E+11,"Block Group 4, Census Tract 5, Franklin County, Ohio",106
234,1500000US390490006001,997,88750,276,153,122,3.90E+11,"Block Group 1, Census Tract 6, Franklin County, Ohio",69
235,1500000US390490006002,1150,35956,533,115,87,3.90E+11,"Block Group 2, Census Tract 6, Franklin County, Ohio",155
236,1500000US390490006003,852,53314,394,239,32,3.90E+11,"Block Group 3, Census Tract 6, Franklin County, Ohio",87
237,1500000US390490006004,755,33309,432,149,141,3.90E+11,"Block Group 4, Census Tract 6, Franklin County, Ohio",104
238,1500000US390490006005,851,36027,418,197,40,3.90E+11,"Block Group 5, Census Tract 6, Franklin County, Ohio",47
239,1500000US390490007101,754,24583,329,74,0,3.90E+11,"Block Group 1, Census Tract 7.10, Franklin County, Ohio",7
240,1500000US390490007102,559,27125,251,27,0,3.90E+11,"Block Group 2, Census Tract 7.10, Franklin County, Ohio",36
241,1500000US390490007103,1244,36538,595,18,46,3.90E+11,"Block Group 3, Census Tract 7.10, Franklin County, Ohio",42
242,1500000US390490007104,771,21837,380,79,0,3.90E+11,"Block Group 4, Census Tract 7.10, Franklin County, Ohio",0
243,1500000US390490007201,608,27228,369,24,0,3.90E+11,"Block Group 1, Census Tract 7.20, Franklin County, Ohio",13
244,1500000US390490007202,655,27500,338,26,0,3.90E+11,"Block Group 2, Census Tract 7.20, Franklin County, Ohio",27
245,1500000US390490007203,791,25326,463,32,5,3.90E+11,"Block Group 3, Census Tract 7.20, Franklin County, Ohio",34
246,1500000US390490007301,714,32150,374,39,0,3.90E+11,"Block Group 1, Census Tract 7.30, Franklin County, Ohio",65
247,1500000US390490007302,821,,333,0,13,3.90E+11,"Block Group 2, Census Tract 7.30, Franklin County, Ohio",73
248,1500000US390490007303,633,34224,345,0,0,3.90E+11,"Block Group 3, Census Tract 7.30, Franklin County, Ohio",13
249,1500000US390490007304,479,,302,0,15,3.90E+11,"Block Group 4, Census Tract 7.30, Franklin County, Ohio",86
250,1500000US390490007305,740,24688,378,7,0,3.90E+11,"Block Group 5, Census Tract 7.30, Franklin County, Ohio",42
251,1500000US390490008101,1067,37361,443,86,58,3.90E+11,"Block Group 1, Census Tract 8.10, Franklin County, Ohio",0
252,1500000US390490008102,589,45901,354,52,18,3.90E+11,"Block Group 2, Census Tract 8.10, Franklin County, Ohio",7
253,1500000US390490008103,790,30063,397,134,0,3.90E+11,"Block Group 3, Census Tract 8.10, Franklin County, Ohio",7
254,1500000US390490008201,862,15375,673,8,11,3.90E+11,"Block Group 1, Census Tract 8.20, Franklin County, Ohio",5
255,1500000US390490008202,467,18807,273,0,0,3.90E+11,"Block Group 2, Census Tract 8.20, Franklin County, Ohio",39
256,1500000US390490008203,707,44531,268,115,34,3.90E+11,"Block Group 3, Census Tract 8.20, Franklin County, Ohio",9
257,1500000US390490008204,620,54875,306,146,43,3.90E+11,"Block Group 4, Census Tract 8.20, Franklin County, Ohio",5
258,1500000US390490009101,715,23182,321,10,0,3.90E+11,"Block Group 1, Census Tract 9.10, Franklin County, Ohio",78
259,1500000US390490009102,1065,29250,444,10,18,3.90E+11,"Block Group 2, Census Tract 9.10, Franklin County, Ohio",26
260,1500000US390490009103,1058,26544,440,20,22,3.90E+11,"Block Group 3, Census Tract 9.10, Franklin County, Ohio",42
261,1500000US390490009104,658,22045,348,66,9,3.90E+11,"Block Group 4, Census Tract 9.10, Franklin County, Ohio",98
262,1500000US390490009201,612,31750,353,4,14,3.90E+11,"Block Group 1, Census Tract 9.20, Franklin County, Ohio",9
263,1500000US390490009202,459,15469,285,10,3,3.90E+11,"Block Group 2, Census Tract 9.20, Franklin County, Ohio",36
264,1500000US390490009203,597,20741,422,9,0,3.90E+11,"Block Group 3, Census Tract 9.20, Franklin County, Ohio",67
265,1500000US390490010001,222,,247,18,17,3.90E+11,"Block Group 1, Census Tract 10, Franklin County, Ohio",45
266,1500000US390490010002,1486,,654,178,95,3.90E+11,"Block Group 2, Census Tract 10, Franklin County, Ohio",109
267,1500000US390490010003,959,,402,273,0,3.90E+11,"Block Group 3, Census Tract 10, Franklin County, Ohio",169
268,1500000US390490010004,400,10791,303,0,12,3.90E+11,"Block Group 4, Census Tract 10, Franklin County, Ohio",57
269,1500000US390490010005,1249,,337,120,72,3.90E+11,"Block Group 5, Census Tract 10, Franklin County, Ohio",306
270,1500000US390490010006,994,,466,280,122,3.90E+11,"Block Group 6, Census Tract 10, Franklin County, Ohio",142
271,1500000US390490011101,996,20398,448,48,8,3.90E+11,"Block Group 1, Census Tract 11.10, Franklin County, Ohio",219
272,1500000US390490011102,937,10216,364,8,0,3.90E+11,"Block Group 2, Census Tract 11.10, Franklin County, Ohio",160
273,1500000US390490011103,1280,,359,71,16,3.90E+11,"Block Group 3, Census Tract 11.10, Franklin County, Ohio",296
274,1500000US390490011211,3369,-,0,0,0,3.90E+11,"Block Group 1, Census Tract 11.21, Franklin County, Ohio",854
275,1500000US390490011212,2815,-,26,12,0,3.90E+11,"Block Group 2, Census Tract 11.21, Franklin County, Ohio",424
276,1500000US390490011213,2644,,108,32,0,3.90E+11,"Block Group 3, Census Tract 11.21, Franklin County, Ohio",464
277,1500000US390490011221,1483,20652,788,213,259,3.90E+11,"Block Group 1, Census Tract 11.22, Franklin County, Ohio",164
278,1500000US390490011222,1680,11071,58,6,11,3.90E+11,"Block Group 2, Census Tract 11.22, Franklin County, Ohio",287
279,1500000US390490012001,1191,33523,517,128,9,3.90E+11,"Block Group 1, Census Tract 12, Franklin County, Ohio",190
280,1500000US390490012002,796,29327,259,56,30,3.90E+11,"Block Group 2, Census Tract 12, Franklin County, Ohio",141
281,1500000US390490012003,704,9129,119,7,0,3.90E+11,"Block Group 3, Census Tract 12, Franklin County, Ohio",125
282,1500000US390490012004,1173,16108,498,8,37,3.90E+11,"Block Group 4, Census Tract 12, Franklin County, Ohio",271
283,1500000US390490012005,277,21500,130,0,0,3.90E+11,"Block Group 5, Census Tract 12, Franklin County, Ohio",58
284,1500000US390490013001,1266,29846,546,121,21,3.90E+11,"Block Group 1, Census Tract 13, Franklin County, Ohio",338
285,1500000US390490013002,1497,14835,745,50,0,3.90E+11,"Block Group 2, Census Tract 13, Franklin County, Ohio",320
286,1500000US390490013003,1862,25673,298,12,5,3.90E+11,"Block Group 3, Census Tract 13, Franklin County, Ohio",276
287,1500000US390490013004,1090,14934,511,0,15,3.90E+11,"Block Group 4, Census Tract 13, Franklin County, Ohio",213
288,1500000US390490014001,859,21087,458,30,0,3.90E+11,"Block Group 1, Census Tract 14, Franklin County, Ohio",18
289,1500000US390490014002,635,20476,304,3,8,3.90E+11,"Block Group 2, Census Tract 14, Franklin County, Ohio",39
290,1500000US390490015001,734,13194,329,21,0,3.90E+11,"Block Group 1, Census Tract 15, Franklin County, Ohio",54
291,1500000US390490015002,930,13983,310,9,5,3.90E+11,"Block Group 2, Census Tract 15, Franklin County, Ohio",12
292,1500000US390490015003,280,23854,228,14,0,3.90E+11,"Block Group 3, Census Tract 15, Franklin County, Ohio",0
293,1500000US390490016001,812,12115,586,59,20,3.90E+11,"Block Group 1, Census Tract 16, Franklin County, Ohio",103
294,1500000US390490016002,529,23250,361,83,20,3.90E+11,"Block Group 2, Census Tract 16, Franklin County, Ohio",107
295,1500000US390490017001,841,18289,593,32,1,3.90E+11,"Block Group 1, Census Tract 17, Franklin County, Ohio",187
296,1500000US390490017002,765,27050,343,62,27,3.90E+11,"Block Group 2, Census Tract 17, Franklin County, Ohio",148
297,1500000US390490017003,667,18125,382,98,43,3.90E+11,"Block Group 3, Census Tract 17, Franklin County, Ohio",66
298,1500000US390490018101,1032,15776,458,70,18,3.90E+11,"Block Group 1, Census Tract 18.10, Franklin County, Ohio",217
299,1500000US390490018102,756,20740,417,64,24,3.90E+11,"Block Group 2, Census Tract 18.10, Franklin County, Ohio",173
300,1500000US390490018103,503,16750,285,105,63,3.90E+11,"Block Group 3, Census Tract 18.10, Franklin County, Ohio",98
301,1500000US390490018104,503,14050,328,17,0,3.90E+11,"Block Group 4, Census Tract 18.10, Franklin County, Ohio",84
302,1500000US390490018105,941,,287,71,34,3.90E+11,"Block Group 5, Census Tract 18.10, Franklin County, Ohio",235
303,1500000US390490018201,665,59010,401,183,90,3.90E+11,"Block Group 1, Census Tract 18.20, Franklin County, Ohio",96
304,1500000US390490018202,1077,29808,690,275,76,3.90E+11,"Block Group 2, Census Tract 18.20, Franklin County, Ohio",263
305,1500000US390490018203,1059,60972,437,334,171,3.90E+11,"Block Group 3, Census Tract 18.20, Franklin County, Ohio",237
306,1500000US390490019011,662,71793,525,313,84,3.90E+11,"Block Group 1, Census Tract 19.01, Franklin County, Ohio",35
307,1500000US390490019012,1555,44980,1182,381,117,3.90E+11,"Block Group 2, Census Tract 19.01, Franklin County, Ohio",165
308,1500000US390490019021,730,29196,670,133,67,3.90E+11,"Block Group 1, Census Tract 19.02, Franklin County, Ohio",52
309,1500000US390490019022,1323,39735,961,402,184,3.90E+11,"Block Group 2, Census Tract 19.02, Franklin County, Ohio",141
310,1500000US390490019023,645,39662,490,300,17,3.90E+11,"Block Group 3, Census Tract 19.02, Franklin County, Ohio",159
311,1500000US390490019024,707,52946,505,235,98,3.90E+11,"Block Group 4, Census Tract 19.02, Franklin County, Ohio",0
312,1500000US390490020001,1049,100313,618,329,175,3.90E+11,"Block Group 1, Census Tract 20, Franklin County, Ohio",98
313,1500000US390490020002,801,64405,510,367,78,3.90E+11,"Block Group 2, Census Tract 20, Franklin County, Ohio",101
314,1500000US390490020003,1324,74836,832,491,113,3.90E+11,"Block Group 3, Census Tract 20, Franklin County, Ohio",86
315,1500000US390490021001,1630,66850,1211,682,276,3.90E+11,"Block Group 1, Census Tract 21, Franklin County, Ohio",277
316,1500000US390490022001,1937,66944,1280,702,288,3.90E+11,"Block Group 1, Census Tract 22, Franklin County, Ohio",186
317,1500000US390490023001,520,20294,335,5,0,3.90E+11,"Block Group 1, Census Tract 23, Franklin County, Ohio",34
318,1500000US390490023002,775,19950,454,14,0,3.90E+11,"Block Group 2, Census Tract 23, Franklin County, Ohio",23
319,1500000US390490025101,1028,37262,301,60,14,3.90E+11,"Block Group 1, Census Tract 25.10, Franklin County, Ohio",41
320,1500000US390490025102,815,31014,501,52,0,3.90E+11,"Block Group 2, Census Tract 25.10, Franklin County, Ohio",20
321,1500000US390490025103,1204,28000,534,84,61,3.90E+11,"Block Group 3, Census Tract 25.10, Franklin County, Ohio",57
322,1500000US390490025201,632,,304,63,8,3.90E+11,"Block Group 1, Census Tract 25.20, Franklin County, Ohio",9
323,1500000US390490025202,993,25739,660,89,33,3.90E+11,"Block Group 2, Census Tract 25.20, Franklin County, Ohio",104
324,1500000US390490025203,1070,36818,601,289,36,3.90E+11,"Block Group 3, Census Tract 25.20, Franklin County, Ohio",86
325,1500000US390490026001,969,26806,540,13,7,3.90E+11,"Block Group 1, Census Tract 26, Franklin County, Ohio",9
326,1500000US390490026002,1051,31131,578,178,50,3.90E+11,"Block Group 2, Census Tract 26, Franklin County, Ohio",23
327,1500000US390490026003,1804,20675,828,34,11,3.90E+11,"Block Group 3, Census Tract 26, Franklin County, Ohio",111
328,1500000US390490027101,1236,24643,833,129,20,3.90E+11,"Block Group 1, Census Tract 27.10, Franklin County, Ohio",94
329,1500000US390490027102,672,17386,358,32,58,3.90E+11,"Block Group 2, Census Tract 27.10, Franklin County, Ohio",30
330,1500000US390490027301,1376,21454,719,85,43,3.90E+11,"Block Group 1, Census Tract 27.30, Franklin County, Ohio",122
331,1500000US390490027302,866,32292,433,49,8,3.90E+11,"Block Group 2, Census Tract 27.30, Franklin County, Ohio",105
332,1500000US390490027401,940,77841,350,199,144,3.90E+11,"Block Group 1, Census Tract 27.40, Franklin County, Ohio",26
333,1500000US390490027402,748,95385,341,287,67,3.90E+11,"Block Group 2, Census Tract 27.40, Franklin County, Ohio",0
334,1500000US390490027403,776,42202,423,117,61,3.90E+11,"Block Group 3, Census Tract 27.40, Franklin County, Ohio",17
335,1500000US390490027501,1032,25221,520,19,4,3.90E+11,"Block Group 1, Census Tract 27.50, Franklin County, Ohio",50
336,1500000US390490027502,1402,26563,630,67,27,3.90E+11,"Block Group 2, Census Tract 27.50, Franklin County, Ohio",172
337,1500000US390490027601,921,65694,425,187,94,3.90E+11,"Block Group 1, Census Tract 27.60, Franklin County, Ohio",32
338,1500000US390490027602,1080,43125,524,149,73,3.90E+11,"Block Group 2, Census Tract 27.60, Franklin County, Ohio",80
339,1500000US390490027603,1487,28058,859,161,62,3.90E+11,"Block Group 3, Census Tract 27.60, Franklin County, Ohio",88
340,1500000US390490027701,578,27404,292,26,0,3.90E+11,"Block Group 1, Census Tract 27.70, Franklin County, Ohio",69
341,1500000US390490027702,1467,26384,763,81,12,3.90E+11,"Block Group 2, Census Tract 27.70, Franklin County, Ohio",139
342,1500000US390490027801,1349,110085,575,194,173,3.90E+11,"Block Group 1, Census Tract 27.80, Franklin County, Ohio",10
343,1500000US390490027802,1225,38173,618,197,138,3.90E+11,"Block Group 2, Census Tract 27.80, Franklin County, Ohio",19
344,1500000US390490028001,636,40811,305,36,19,3.90E+11,"Block Group 1, Census Tract 28, Franklin County, Ohio",31
345,1500000US390490028002,511,30602,432,73,0,3.90E+11,"Block Group 2, Census Tract 28, Franklin County, Ohio",3
346,1500000US390490028003,146,,148,7,0,3.90E+11,"Block Group 3, Census Tract 28, Franklin County, Ohio",25
347,1500000US390490028004,685,37868,492,119,60,3.90E+11,"Block Group 4, Census Tract 28, Franklin County, Ohio",24
348,1500000US390490029001,1571,14886,753,25,59,3.90E+11,"Block Group 1, Census Tract 29, Franklin County, Ohio",89
349,1500000US390490029002,1072,10270,651,13,6,3.90E+11,"Block Group 2, Census Tract 29, Franklin County, Ohio",24
350,1500000US390490030001,1290,62344,1035,395,174,3.90E+11,"Block Group 1, Census Tract 30, Franklin County, Ohio",247
351,1500000US390490030002,1001,63472,878,353,158,3.90E+11,"Block Group 2, Census Tract 30, Franklin County, Ohio",293
352,1500000US390490030003,1204,,530,144,24,3.90E+11,"Block Group 3, Census Tract 30, Franklin County, Ohio",171
353,1500000US390490032001,2621,62981,1533,940,327,3.90E+11,"Block Group 1, Census Tract 32, Franklin County, Ohio",277
354,1500000US390490036001,730,28633,464,129,69,3.90E+11,"Block Group 1, Census Tract 36, Franklin County, Ohio",135
355,1500000US390490036002,684,25417,477,108,36,3.90E+11,"Block Group 2, Census Tract 36, Franklin County, Ohio",62
356,1500000US390490037001,544,46331,328,115,21,3.90E+11,"Block Group 1, Census Tract 37, Franklin County, Ohio",31
357,1500000US390490037002,1036,31953,501,60,0,3.90E+11,"Block Group 2, Census Tract 37, Franklin County, Ohio",11
358,1500000US390490037003,605,44183,317,123,30,3.90E+11,"Block Group 3, Census Tract 37, Franklin County, Ohio",0
359,1500000US390490037004,732,31277,516,99,55,3.90E+11,"Block Group 4, Census Tract 37, Franklin County, Ohio",113
360,1500000US390490037005,477,19688,359,34,76,3.90E+11,"Block Group 5, Census Tract 37, Franklin County, Ohio",5
361,1500000US390490038001,876,51184,422,223,35,3.90E+11,"Block Group 1, Census Tract 38, Franklin County, Ohio",114
362,1500000US390490038002,1334,42237,846,278,73,3.90E+11,"Block Group 2, Census Tract 38, Franklin County, Ohio",92
363,1500000US390490040001,2096,41349,1834,554,181,3.90E+11,"Block Group 1, Census Tract 40, Franklin County, Ohio",492
364,1500000US390490040002,1119,24904,836,334,58,3.90E+11,"Block Group 2, Census Tract 40, Franklin County, Ohio",213
365,1500000US390490042001,590,8929,414,26,8,3.90E+11,"Block Group 1, Census Tract 42, Franklin County, Ohio",46
366,1500000US390490043001,2878,63370,1936,1166,424,3.90E+11,"Block Group 1, Census Tract 43, Franklin County, Ohio",52
367,1500000US390490043002,903,50804,663,346,115,3.90E+11,"Block Group 2, Census Tract 43, Franklin County, Ohio",14
368,1500000US390490043003,789,20392,302,11,0,3.90E+11,"Block Group 3, Census Tract 43, Franklin County, Ohio",0
369,1500000US390490043004,528,,322,52,0,3.90E+11,"Block Group 4, Census Tract 43, Franklin County, Ohio",0
370,1500000US390490045001,840,32426,374,27,0,3.90E+11,"Block Group 1, Census Tract 45, Franklin County, Ohio",65
371,1500000US390490045002,669,24250,349,57,10,3.90E+11,"Block Group 2, Census Tract 45, Franklin County, Ohio",39
372,1500000US390490045003,486,26518,280,55,0,3.90E+11,"Block Group 3, Census Tract 45, Franklin County, Ohio",7
373,1500000US390490045004,657,29643,231,10,2,3.90E+11,"Block Group 4, Census Tract 45, Franklin County, Ohio",0
374,1500000US390490045005,1785,31292,919,21,27,3.90E+11,"Block Group 5, Census Tract 45, Franklin County, Ohio",11
375,1500000US390490046101,959,77188,432,219,119,3.90E+11,"Block Group 1, Census Tract 46.10, Franklin County, Ohio",19
376,1500000US390490046102,635,51477,318,144,16,3.90E+11,"Block Group 2, Census Tract 46.10, Franklin County, Ohio",2
377,1500000US390490046103,685,36544,456,58,76,3.90E+11,"Block Group 3, Census Tract 46.10, Franklin County, Ohio",17
378,1500000US390490046104,795,44044,442,145,8,3.90E+11,"Block Group 4, Census Tract 46.10, Franklin County, Ohio",112
379,1500000US390490046201,763,23182,410,15,5,3.90E+11,"Block Group 1, Census Tract 46.20, Franklin County, Ohio",10
380,1500000US390490046202,947,21250,385,6,12,3.90E+11,"Block Group 2, Census Tract 46.20, Franklin County, Ohio",18
381,1500000US390490046203,623,29000,319,14,13,3.90E+11,"Block Group 3, Census Tract 46.20, Franklin County, Ohio",27
382,1500000US390490047001,396,21429,301,31,0,3.90E+11,"Block Group 1, Census Tract 47, Franklin County, Ohio",7
383,1500000US390490047002,1282,27222,495,14,0,3.90E+11,"Block Group 2, Census Tract 47, Franklin County, Ohio",17
384,1500000US390490047003,941,,381,59,8,3.90E+11,"Block Group 3, Census Tract 47, Franklin County, Ohio",40
385,1500000US390490047004,576,24821,225,20,0,3.90E+11,"Block Group 4, Census Tract 47, Franklin County, Ohio",0
386,1500000US390490047005,623,20380,461,36,8,3.90E+11,"Block Group 5, Census Tract 47, Franklin County, Ohio",6
387,1500000US390490047006,1047,48693,304,12,6,3.90E+11,"Block Group 6, Census Tract 47, Franklin County, Ohio",23
388,1500000US390490048101,895,31471,313,35,9,3.90E+11,"Block Group 1, Census Tract 48.10, Franklin County, Ohio",26
389,1500000US390490048102,860,51375,406,96,20,3.90E+11,"Block Group 2, Census Tract 48.10, Franklin County, Ohio",19
390,1500000US390490048103,1483,41098,561,82,37,3.90E+11,"Block Group 3, Census Tract 48.10, Franklin County, Ohio",7
391,1500000US390490048201,1207,16339,530,110,29,3.90E+11,"Block Group 1, Census Tract 48.20, Franklin County, Ohio",22
392,1500000US390490048202,299,12102,223,7,10,3.90E+11,"Block Group 2, Census Tract 48.20, Franklin County, Ohio",10
393,1500000US390490048203,842,33681,395,37,0,3.90E+11,"Block Group 3, Census Tract 48.20, Franklin County, Ohio",18
394,1500000US390490049001,464,28698,409,0,0,3.90E+11,"Block Group 1, Census Tract 49, Franklin County, Ohio",49
395,1500000US390490049002,813,16435,406,80,0,3.90E+11,"Block Group 2, Census Tract 49, Franklin County, Ohio",0
396,1500000US390490049003,1232,26461,436,19,11,3.90E+11,"Block Group 3, Census Tract 49, Franklin County, Ohio",39
397,1500000US390490049004,1045,38025,534,71,10,3.90E+11,"Block Group 4, Census Tract 49, Franklin County, Ohio",0
398,1500000US390490049005,1554,24468,628,26,0,3.90E+11,"Block Group 5, Census Tract 49, Franklin County, Ohio",0
399,1500000US390490049006,413,23139,292,0,0,3.90E+11,"Block Group 6, Census Tract 49, Franklin County, Ohio",4
400,1500000US390490050001,565,,208,9,20,3.90E+11,"Block Group 1, Census Tract 50, Franklin County, Ohio",31
401,1500000US390490050002,844,,477,78,30,3.90E+11,"Block Group 2, Census Tract 50, Franklin County, Ohio",23
402,1500000US390490050003,581,9502,373,0,0,3.90E+11,"Block Group 3, Census Tract 50, Franklin County, Ohio",25
403,1500000US390490050004,522,15944,388,0,0,3.90E+11,"Block Group 4, Census Tract 50, Franklin County, Ohio",14
404,1500000US390490050005,280,15489,311,0,24,3.90E+11,"Block Group 5, Census Tract 50, Franklin County, Ohio",59
405,1500000US390490050006,1096,41364,394,101,18,3.90E+11,"Block Group 6, Census Tract 50, Franklin County, Ohio",70
406,1500000US390490050007,630,15000,450,0,9,3.90E+11,"Block Group 7, Census Tract 50, Franklin County, Ohio",75
407,1500000US390490051001,1386,8443,605,8,19,3.90E+11,"Block Group 1, Census Tract 51, Franklin County, Ohio",24
408,1500000US390490051002,343,20066,238,15,0,3.90E+11,"Block Group 2, Census Tract 51, Franklin County, Ohio",6
409,1500000US390490052001,894,67386,513,225,176,3.90E+11,"Block Group 1, Census Tract 52, Franklin County, Ohio",48
410,1500000US390490052002,1939,75391,1297,707,233,3.90E+11,"Block Group 2, Census Tract 52, Franklin County, Ohio",166
411,1500000US390490053001,453,36417,320,15,21,3.90E+11,"Block Group 1, Census Tract 53, Franklin County, Ohio",17
412,1500000US390490053002,847,35298,359,46,9,3.90E+11,"Block Group 2, Census Tract 53, Franklin County, Ohio",53
413,1500000US390490053003,1047,25375,453,49,39,3.90E+11,"Block Group 3, Census Tract 53, Franklin County, Ohio",112
414,1500000US390490053004,691,19444,428,66,0,3.90E+11,"Block Group 4, Census Tract 53, Franklin County, Ohio",49
415,1500000US390490054101,1673,19479,816,49,49,3.90E+11,"Block Group 1, Census Tract 54.10, Franklin County, Ohio",140
416,1500000US390490054201,689,35139,397,15,9,3.90E+11,"Block Group 1, Census Tract 54.20, Franklin County, Ohio",56
417,1500000US390490054202,642,33068,359,0,0,3.90E+11,"Block Group 2, Census Tract 54.20, Franklin County, Ohio",68
418,1500000US390490054203,936,27396,398,64,14,3.90E+11,"Block Group 3, Census Tract 54.20, Franklin County, Ohio",10
419,1500000US390490055001,677,22250,396,31,15,3.90E+11,"Block Group 1, Census Tract 55, Franklin County, Ohio",0
420,1500000US390490055002,846,39844,462,84,6,3.90E+11,"Block Group 2, Census Tract 55, Franklin County, Ohio",24
421,1500000US390490055003,618,30750,347,70,0,3.90E+11,"Block Group 3, Census Tract 55, Franklin County, Ohio",31
422,1500000US390490055004,602,15263,245,10,0,3.90E+11,"Block Group 4, Census Tract 55, Franklin County, Ohio",21
423,1500000US390490055005,898,30000,364,63,12,3.90E+11,"Block Group 5, Census Tract 55, Franklin County, Ohio",76
424,1500000US390490055006,664,,329,39,0,3.90E+11,"Block Group 6, Census Tract 55, Franklin County, Ohio",32
425,1500000US390490055007,150,23493,247,11,0,3.90E+11,"Block Group 7, Census Tract 55, Franklin County, Ohio",0
426,1500000US390490056101,701,20556,455,28,27,3.90E+11,"Block Group 1, Census Tract 56.10, Franklin County, Ohio",52
427,1500000US390490056102,1052,27500,549,88,15,3.90E+11,"Block Group 2, Census Tract 56.10, Franklin County, Ohio",49
428,1500000US390490056201,814,25625,297,6,0,3.90E+11,"Block Group 1, Census Tract 56.20, Franklin County, Ohio",77
429,1500000US390490056202,585,36705,289,16,0,3.90E+11,"Block Group 2, Census Tract 56.20, Franklin County, Ohio",40
430,1500000US390490056203,622,40900,315,24,4,3.90E+11,"Block Group 3, Census Tract 56.20, Franklin County, Ohio",45
431,1500000US390490056204,572,21759,352,45,13,3.90E+11,"Block Group 4, Census Tract 56.20, Franklin County, Ohio",2
432,1500000US390490057001,448,55455,365,139,59,3.90E+11,"Block Group 1, Census Tract 57, Franklin County, Ohio",32
433,1500000US390490057002,1104,62120,716,364,116,3.90E+11,"Block Group 2, Census Tract 57, Franklin County, Ohio",41
434,1500000US390490057003,1680,70214,1243,555,260,3.90E+11,"Block Group 3, Census Tract 57, Franklin County, Ohio",178
435,1500000US390490058101,790,71250,547,196,62,3.90E+11,"Block Group 1, Census Tract 58.10, Franklin County, Ohio",0
436,1500000US390490058102,695,69844,342,257,77,3.90E+11,"Block Group 2, Census Tract 58.10, Franklin County, Ohio",0
437,1500000US390490058103,1076,63011,633,346,91,3.90E+11,"Block Group 3, Census Tract 58.10, Franklin County, Ohio",128
438,1500000US390490058201,707,36953,530,123,41,3.90E+11,"Block Group 1, Census Tract 58.20, Franklin County, Ohio",99
439,1500000US390490058202,1226,54095,678,266,39,3.90E+11,"Block Group 2, Census Tract 58.20, Franklin County, Ohio",55
440,1500000US390490059001,772,23897,347,26,19,3.90E+11,"Block Group 1, Census Tract 59, Franklin County, Ohio",24
441,1500000US390490059002,586,34875,336,72,13,3.90E+11,"Block Group 2, Census Tract 59, Franklin County, Ohio",12
442,1500000US390490059003,437,52684,235,19,6,3.90E+11,"Block Group 3, Census Tract 59, Franklin County, Ohio",36
443,1500000US390490059004,618,22286,325,8,0,3.90E+11,"Block Group 4, Census Tract 59, Franklin County, Ohio",45
