,GEO.id,GEO.id2,GEO.display-label,HD01_VD10,HD01_VD16,HD01_VD17,HD01_VD18,HD01_VD19
0,Id,Id2,Geography,Estimate; Public transportation (excluding taxicab):,Estimate; Taxicab,Estimate; Motorcycle,Estimate; Bicycle,Estimate; Walked
249,1500000US390490007304,390490007304,"Block Group 4, Census Tract 7.30, Franklin County, Ohio",62,0,0,0,24
250,1500000US390490007305,390490007305,"Block Group 5, Census Tract 7.30, Franklin County, Ohio",36,0,0,0,6
251,1500000US390490008101,390490008101,"Block Group 1, Census Tract 8.10, Franklin County, Ohio",0,0,0,0,0
252,1500000US390490008102,390490008102,"Block Group 2, Census Tract 8.10, Franklin County, Ohio",0,0,7,0,0
253,1500000US390490008103,390490008103,"Block Group 3, Census Tract 8.10, Franklin County, Ohio",0,0,0,0,7
254,1500000US390490008201,390490008201,"Block Group 1, Census Tract 8.20, Franklin County, Ohio",5,0,0,0,0
255,1500000US390490008202,390490008202,"Block Group 2, Census Tract 8.20, Franklin County, Ohio",39,0,0,0,0
256,1500000US390490008203,390490008203,"Block Group 3, Census Tract 8.20, Franklin County, Ohio",4,0,0,0,5
257,1500000US390490008204,390490008204,"Block Group 4, Census Tract 8.20, Franklin County, Ohio",5,0,0,0,0
258,1500000US390490009101,390490009101,"Block Group 1, Census Tract 9.10, Franklin County, Ohio",64,14,0,0,0
259,1500000US390490009102,390490009102,"Block Group 2, Census Tract 9.10, Franklin County, Ohio",0,0,0,0,26
260,1500000US390490009103,390490009103,"Block Group 3, Census Tract 9.10, Franklin County, Ohio",42,0,0,0,0
261,1500000US390490009104,390490009104,"Block Group 4, Census Tract 9.10, Franklin County, Ohio",45,0,0,42,11
262,1500000US390490009201,390490009201,"Block Group 1, Census Tract 9.20, Franklin County, Ohio",9,0,0,0,0
263,1500000US390490009202,390490009202,"Block Group 2, Census Tract 9.20, Franklin County, Ohio",36,0,0,0,0
264,1500000US390490009203,390490009203,"Block Group 3, Census Tract 9.20, Franklin County, Ohio",67,0,0,0,0
265,1500000US390490010001,390490010001,"Block Group 1, Census Tract 10, Franklin County, Ohio",17,0,0,28,0
266,1500000US390490010002,390490010002,"Block Group 2, Census Tract 10, Franklin County, Ohio",75,0,0,15,19
267,1500000US390490010003,390490010003,"Block Group 3, Census Tract 10, Franklin County, Ohio",11,0,0,126,32
268,1500000US390490010004,390490010004,"Block Group 4, Census Tract 10, Franklin County, Ohio",17,0,0,0,40
269,1500000US390490010005,390490010005,"Block Group 5, Census Tract 10, Franklin County, Ohio",109,0,0,117,80
270,1500000US390490010006,390490010006,"Block Group 6, Census Tract 10, Franklin County, Ohio",57,0,0,31,54
271,1500000US390490011101,390490011101,"Block Group 1, Census Tract 11.10, Franklin County, Ohio",33,0,0,22,164
272,1500000US390490011102,390490011102,"Block Group 2, Census Tract 11.10, Franklin County, Ohio",32,0,0,6,122
273,1500000US390490011103,390490011103,"Block Group 3, Census Tract 11.10, Franklin County, Ohio",42,0,0,39,215
274,1500000US390490011211,390490011211,"Block Group 1, Census Tract 11.21, Franklin County, Ohio",174,0,0,37,643
275,1500000US390490011212,390490011212,"Block Group 2, Census Tract 11.21, Franklin County, Ohio",55,0,5,7,357
276,1500000US390490011213,390490011213,"Block Group 3, Census Tract 11.21, Franklin County, Ohio",44,0,0,25,395
277,1500000US390490011221,390490011221,"Block Group 1, Census Tract 11.22, Franklin County, Ohio",117,0,0,16,31
278,1500000US390490011222,390490011222,"Block Group 2, Census Tract 11.22, Franklin County, Ohio",10,0,0,10,267
279,1500000US390490012001,390490012001,"Block Group 1, Census Tract 12, Franklin County, Ohio",28,0,0,48,114
280,1500000US390490012002,390490012002,"Block Group 2, Census Tract 12, Franklin County, Ohio",21,0,0,0,120
281,1500000US390490012003,390490012003,"Block Group 3, Census Tract 12, Franklin County, Ohio",22,0,0,0,103
282,1500000US390490012004,390490012004,"Block Group 4, Census Tract 12, Franklin County, Ohio",45,0,0,22,204
283,1500000US390490012005,390490012005,"Block Group 5, Census Tract 12, Franklin County, Ohio",0,0,0,0,58
284,1500000US390490013001,390490013001,"Block Group 1, Census Tract 13, Franklin County, Ohio",163,0,0,26,149
285,1500000US390490013002,390490013002,"Block Group 2, Census Tract 13, Franklin County, Ohio",39,0,0,34,247
286,1500000US390490013003,390490013003,"Block Group 3, Census Tract 13, Franklin County, Ohio",43,0,0,32,201
287,1500000US390490013004,390490013004,"Block Group 4, Census Tract 13, Franklin County, Ohio",6,0,0,0,207
288,1500000US390490014001,390490014001,"Block Group 1, Census Tract 14, Franklin County, Ohio",11,0,0,0,7
289,1500000US390490014002,390490014002,"Block Group 2, Census Tract 14, Franklin County, Ohio",39,0,0,0,0
290,1500000US390490015001,390490015001,"Block Group 1, Census Tract 15, Franklin County, Ohio",54,0,0,0,0
291,1500000US390490015002,390490015002,"Block Group 2, Census Tract 15, Franklin County, Ohio",12,0,0,0,0
292,1500000US390490015003,390490015003,"Block Group 3, Census Tract 15, Franklin County, Ohio",0,0,0,0,0
293,1500000US390490016001,390490016001,"Block Group 1, Census Tract 16, Franklin County, Ohio",19,0,0,24,60
294,1500000US390490016002,390490016002,"Block Group 2, Census Tract 16, Franklin County, Ohio",36,0,0,55,16
295,1500000US390490017001,390490017001,"Block Group 1, Census Tract 17, Franklin County, Ohio",18,0,0,0,169
296,1500000US390490017002,390490017002,"Block Group 2, Census Tract 17, Franklin County, Ohio",34,0,0,47,67
297,1500000US390490017003,390490017003,"Block Group 3, Census Tract 17, Franklin County, Ohio",15,0,0,6,45
298,1500000US390490018101,390490018101,"Block Group 1, Census Tract 18.10, Franklin County, Ohio",51,0,0,26,140
299,1500000US390490018102,390490018102,"Block Group 2, Census Tract 18.10, Franklin County, Ohio",9,0,0,39,125
300,1500000US390490018103,390490018103,"Block Group 3, Census Tract 18.10, Franklin County, Ohio",0,0,0,19,79
301,1500000US390490018104,390490018104,"Block Group 4, Census Tract 18.10, Franklin County, Ohio",9,0,0,0,75
302,1500000US390490018105,390490018105,"Block Group 5, Census Tract 18.10, Franklin County, Ohio",30,0,0,11,194
303,1500000US390490018201,390490018201,"Block Group 1, Census Tract 18.20, Franklin County, Ohio",0,0,0,61,35
304,1500000US390490018202,390490018202,"Block Group 2, Census Tract 18.20, Franklin County, Ohio",38,0,0,109,116
305,1500000US390490018203,390490018203,"Block Group 3, Census Tract 18.20, Franklin County, Ohio",24,25,0,78,110
306,1500000US390490019011,390490019011,"Block Group 1, Census Tract 19.01, Franklin County, Ohio",23,0,0,0,12
307,1500000US390490019012,390490019012,"Block Group 2, Census Tract 19.01, Franklin County, Ohio",27,0,0,25,113
308,1500000US390490019021,390490019021,"Block Group 1, Census Tract 19.02, Franklin County, Ohio",26,0,0,0,26
309,1500000US390490019022,390490019022,"Block Group 2, Census Tract 19.02, Franklin County, Ohio",0,0,0,126,15
310,1500000US390490019023,390490019023,"Block Group 3, Census Tract 19.02, Franklin County, Ohio",47,0,0,17,95
311,1500000US390490019024,390490019024,"Block Group 4, Census Tract 19.02, Franklin County, Ohio",0,0,0,0,0
312,1500000US390490020001,390490020001,"Block Group 1, Census Tract 20, Franklin County, Ohio",12,0,8,50,28
313,1500000US390490020002,390490020002,"Block Group 2, Census Tract 20, Franklin County, Ohio",16,0,0,53,32
314,1500000US390490020003,390490020003,"Block Group 3, Census Tract 20, Franklin County, Ohio",36,0,0,17,33
315,1500000US390490021001,390490021001,"Block Group 1, Census Tract 21, Franklin County, Ohio",69,0,0,38,170
316,1500000US390490022001,390490022001,"Block Group 1, Census Tract 22, Franklin County, Ohio",45,0,24,67,50
317,1500000US390490023001,390490023001,"Block Group 1, Census Tract 23, Franklin County, Ohio",23,0,0,11,0
318,1500000US390490023002,390490023002,"Block Group 2, Census Tract 23, Franklin County, Ohio",18,0,0,0,5
319,1500000US390490025101,390490025101,"Block Group 1, Census Tract 25.10, Franklin County, Ohio",41,0,0,0,0
320,1500000US390490025102,390490025102,"Block Group 2, Census Tract 25.10, Franklin County, Ohio",20,0,0,0,0
321,1500000US390490025103,390490025103,"Block Group 3, Census Tract 25.10, Franklin County, Ohio",57,0,0,0,0
322,1500000US390490025201,390490025201,"Block Group 1, Census Tract 25.20, Franklin County, Ohio",9,0,0,0,0
323,1500000US390490025202,390490025202,"Block Group 2, Census Tract 25.20, Franklin County, Ohio",71,0,0,0,33
324,1500000US390490025203,390490025203,"Block Group 3, Census Tract 25.20, Franklin County, Ohio",86,0,0,0,0
325,1500000US390490026001,390490026001,"Block Group 1, Census Tract 26, Franklin County, Ohio",0,0,9,0,0
326,1500000US390490026002,390490026002,"Block Group 2, Census Tract 26, Franklin County, Ohio",18,0,0,0,5
327,1500000US390490026003,390490026003,"Block Group 3, Census Tract 26, Franklin County, Ohio",85,0,0,0,26
328,1500000US390490027101,390490027101,"Block Group 1, Census Tract 27.10, Franklin County, Ohio",89,0,0,0,5
329,1500000US390490027102,390490027102,"Block Group 2, Census Tract 27.10, Franklin County, Ohio",16,0,0,9,5
330,1500000US390490027301,390490027301,"Block Group 1, Census Tract 27.30, Franklin County, Ohio",116,0,0,0,6
331,1500000US390490027302,390490027302,"Block Group 2, Census Tract 27.30, Franklin County, Ohio",100,0,0,0,5
332,1500000US390490027401,390490027401,"Block Group 1, Census Tract 27.40, Franklin County, Ohio",16,0,10,0,0
333,1500000US390490027402,390490027402,"Block Group 2, Census Tract 27.40, Franklin County, Ohio",0,0,0,0,0
334,1500000US390490027403,390490027403,"Block Group 3, Census Tract 27.40, Franklin County, Ohio",11,0,0,0,6
335,1500000US390490027501,390490027501,"Block Group 1, Census Tract 27.50, Franklin County, Ohio",39,0,0,0,11
336,1500000US390490027502,390490027502,"Block Group 2, Census Tract 27.50, Franklin County, Ohio",140,0,0,0,32
337,1500000US390490027601,390490027601,"Block Group 1, Census Tract 27.60, Franklin County, Ohio",32,0,0,0,0
338,1500000US390490027602,390490027602,"Block Group 2, Census Tract 27.60, Franklin County, Ohio",53,0,0,16,11
339,1500000US390490027603,390490027603,"Block Group 3, Census Tract 27.60, Franklin County, Ohio",72,0,0,0,16
340,1500000US390490027701,390490027701,"Block Group 1, Census Tract 27.70, Franklin County, Ohio",69,0,0,0,0
341,1500000US390490027702,390490027702,"Block Group 2, Census Tract 27.70, Franklin County, Ohio",126,0,0,0,13
342,1500000US390490027801,390490027801,"Block Group 1, Census Tract 27.80, Franklin County, Ohio",9,0,0,0,1
343,1500000US390490027802,390490027802,"Block Group 2, Census Tract 27.80, Franklin County, Ohio",11,0,0,0,8
344,1500000US390490028001,390490028001,"Block Group 1, Census Tract 28, Franklin County, Ohio",22,9,0,0,0
345,1500000US390490028002,390490028002,"Block Group 2, Census Tract 28, Franklin County, Ohio",0,0,0,0,3
346,1500000US390490028003,390490028003,"Block Group 3, Census Tract 28, Franklin County, Ohio",25,0,0,0,0
347,1500000US390490028004,390490028004,"Block Group 4, Census Tract 28, Franklin County, Ohio",7,0,0,17,0
348,1500000US390490029001,390490029001,"Block Group 1, Census Tract 29, Franklin County, Ohio",12,0,0,0,77
349,1500000US390490029002,390490029002,"Block Group 2, Census Tract 29, Franklin County, Ohio",20,0,0,0,4
350,1500000US390490030001,390490030001,"Block Group 1, Census Tract 30, Franklin County, Ohio",17,0,0,31,199
351,1500000US390490030002,390490030002,"Block Group 2, Census Tract 30, Franklin County, Ohio",16,0,0,6,271
352,1500000US390490030003,390490030003,"Block Group 3, Census Tract 30, Franklin County, Ohio",71,0,0,0,100
353,1500000US390490032001,390490032001,"Block Group 1, Census Tract 32, Franklin County, Ohio",103,0,0,83,91
354,1500000US390490036001,390490036001,"Block Group 1, Census Tract 36, Franklin County, Ohio",124,0,0,4,7
355,1500000US390490036002,390490036002,"Block Group 2, Census Tract 36, Franklin County, Ohio",56,0,0,0,6
356,1500000US390490037001,390490037001,"Block Group 1, Census Tract 37, Franklin County, Ohio",31,0,0,0,0
357,1500000US390490037002,390490037002,"Block Group 2, Census Tract 37, Franklin County, Ohio",11,0,0,0,0
358,1500000US390490037003,390490037003,"Block Group 3, Census Tract 37, Franklin County, Ohio",0,0,0,0,0
359,1500000US390490037004,390490037004,"Block Group 4, Census Tract 37, Franklin County, Ohio",66,0,0,33,14
360,1500000US390490037005,390490037005,"Block Group 5, Census Tract 37, Franklin County, Ohio",0,0,0,0,5
361,1500000US390490038001,390490038001,"Block Group 1, Census Tract 38, Franklin County, Ohio",28,0,0,8,78
362,1500000US390490038002,390490038002,"Block Group 2, Census Tract 38, Franklin County, Ohio",51,0,0,0,41
363,1500000US390490040001,390490040001,"Block Group 1, Census Tract 40, Franklin County, Ohio",32,0,0,13,447
364,1500000US390490040002,390490040002,"Block Group 2, Census Tract 40, Franklin County, Ohio",57,0,0,24,132
365,1500000US390490042001,390490042001,"Block Group 1, Census Tract 42, Franklin County, Ohio",14,0,0,8,24
366,1500000US390490043001,390490043001,"Block Group 1, Census Tract 43, Franklin County, Ohio",36,0,0,16,0
367,1500000US390490043002,390490043002,"Block Group 2, Census Tract 43, Franklin County, Ohio",0,0,0,14,0
368,1500000US390490043003,390490043003,"Block Group 3, Census Tract 43, Franklin County, Ohio",0,0,0,0,0
369,1500000US390490043004,390490043004,"Block Group 4, Census Tract 43, Franklin County, Ohio",0,0,0,0,0
370,1500000US390490045001,390490045001,"Block Group 1, Census Tract 45, Franklin County, Ohio",49,0,0,0,16
371,1500000US390490045002,390490045002,"Block Group 2, Census Tract 45, Franklin County, Ohio",19,0,0,20,0
372,1500000US390490045003,390490045003,"Block Group 3, Census Tract 45, Franklin County, Ohio",7,0,0,0,0
373,1500000US390490045004,390490045004,"Block Group 4, Census Tract 45, Franklin County, Ohio",0,0,0,0,0
374,1500000US390490045005,390490045005,"Block Group 5, Census Tract 45, Franklin County, Ohio",11,0,0,0,0
375,1500000US390490046101,390490046101,"Block Group 1, Census Tract 46.10, Franklin County, Ohio",19,0,0,0,0
376,1500000US390490046102,390490046102,"Block Group 2, Census Tract 46.10, Franklin County, Ohio",2,0,0,0,0
377,1500000US390490046103,390490046103,"Block Group 3, Census Tract 46.10, Franklin County, Ohio",17,0,0,0,0
378,1500000US390490046104,390490046104,"Block Group 4, Census Tract 46.10, Franklin County, Ohio",90,0,0,0,22
379,1500000US390490046201,390490046201,"Block Group 1, Census Tract 46.20, Franklin County, Ohio",4,0,0,6,0
380,1500000US390490046202,390490046202,"Block Group 2, Census Tract 46.20, Franklin County, Ohio",11,0,0,0,7
381,1500000US390490046203,390490046203,"Block Group 3, Census Tract 46.20, Franklin County, Ohio",13,0,0,7,7
382,1500000US390490047001,390490047001,"Block Group 1, Census Tract 47, Franklin County, Ohio",0,0,0,0,7
383,1500000US390490047002,390490047002,"Block Group 2, Census Tract 47, Franklin County, Ohio",10,0,0,0,7
384,1500000US390490047003,390490047003,"Block Group 3, Census Tract 47, Franklin County, Ohio",16,0,0,0,24
385,1500000US390490047004,390490047004,"Block Group 4, Census Tract 47, Franklin County, Ohio",0,0,0,0,0
386,1500000US390490047005,390490047005,"Block Group 5, Census Tract 47, Franklin County, Ohio",0,0,0,0,6
387,1500000US390490047006,390490047006,"Block Group 6, Census Tract 47, Franklin County, Ohio",23,0,0,0,0
388,1500000US390490048101,390490048101,"Block Group 1, Census Tract 48.10, Franklin County, Ohio",26,0,0,0,0
389,1500000US390490048102,390490048102,"Block Group 2, Census Tract 48.10, Franklin County, Ohio",19,0,0,0,0
390,1500000US390490048103,390490048103,"Block Group 3, Census Tract 48.10, Franklin County, Ohio",0,0,0,7,0
391,1500000US390490048201,390490048201,"Block Group 1, Census Tract 48.20, Franklin County, Ohio",22,0,0,0,0
392,1500000US390490048202,390490048202,"Block Group 2, Census Tract 48.20, Franklin County, Ohio",10,0,0,0,0
393,1500000US390490048203,390490048203,"Block Group 3, Census Tract 48.20, Franklin County, Ohio",4,0,0,5,9
394,1500000US390490049001,390490049001,"Block Group 1, Census Tract 49, Franklin County, Ohio",49,0,0,0,0
395,1500000US390490049002,390490049002,"Block Group 2, Census Tract 49, Franklin County, Ohio",0,0,0,0,0
396,1500000US390490049003,390490049003,"Block Group 3, Census Tract 49, Franklin County, Ohio",18,0,0,0,21
397,1500000US390490049004,390490049004,"Block Group 4, Census Tract 49, Franklin County, Ohio",0,0,0,0,0
398,1500000US390490049005,390490049005,"Block Group 5, Census Tract 49, Franklin County, Ohio",0,0,0,0,0
399,1500000US390490049006,390490049006,"Block Group 6, Census Tract 49, Franklin County, Ohio",4,0,0,0,0
400,1500000US390490050001,390490050001,"Block Group 1, Census Tract 50, Franklin County, Ohio",22,0,0,0,9
401,1500000US390490050002,390490050002,"Block Group 2, Census Tract 50, Franklin County, Ohio",6,0,0,0,17
402,1500000US390490050003,390490050003,"Block Group 3, Census Tract 50, Franklin County, Ohio",0,0,0,0,25
403,1500000US390490050004,390490050004,"Block Group 4, Census Tract 50, Franklin County, Ohio",0,0,0,14,0
404,1500000US390490050005,390490050005,"Block Group 5, Census Tract 50, Franklin County, Ohio",31,0,0,0,28
405,1500000US390490050006,390490050006,"Block Group 6, Census Tract 50, Franklin County, Ohio",37,0,0,0,33
406,1500000US390490050007,390490050007,"Block Group 7, Census Tract 50, Franklin County, Ohio",10,0,0,0,65
407,1500000US390490051001,390490051001,"Block Group 1, Census Tract 51, Franklin County, Ohio",24,0,0,0,0
408,1500000US390490051002,390490051002,"Block Group 2, Census Tract 51, Franklin County, Ohio",0,0,0,0,6
409,1500000US390490052001,390490052001,"Block Group 1, Census Tract 52, Franklin County, Ohio",15,0,0,33,0
410,1500000US390490052002,390490052002,"Block Group 2, Census Tract 52, Franklin County, Ohio",15,0,0,0,151
411,1500000US390490053001,390490053001,"Block Group 1, Census Tract 53, Franklin County, Ohio",0,0,0,0,17
412,1500000US390490053002,390490053002,"Block Group 2, Census Tract 53, Franklin County, Ohio",53,0,0,0,0
413,1500000US390490053003,390490053003,"Block Group 3, Census Tract 53, Franklin County, Ohio",79,0,14,19,0
414,1500000US390490053004,390490053004,"Block Group 4, Census Tract 53, Franklin County, Ohio",5,0,0,8,36
415,1500000US390490054101,390490054101,"Block Group 1, Census Tract 54.10, Franklin County, Ohio",126,0,0,0,14
416,1500000US390490054201,390490054201,"Block Group 1, Census Tract 54.20, Franklin County, Ohio",56,0,0,0,0
417,1500000US390490054202,390490054202,"Block Group 2, Census Tract 54.20, Franklin County, Ohio",68,0,0,0,0
418,1500000US390490054203,390490054203,"Block Group 3, Census Tract 54.20, Franklin County, Ohio",10,0,0,0,0
419,1500000US390490055001,390490055001,"Block Group 1, Census Tract 55, Franklin County, Ohio",0,0,0,0,0
420,1500000US390490055002,390490055002,"Block Group 2, Census Tract 55, Franklin County, Ohio",24,0,0,0,0
421,1500000US390490055003,390490055003,"Block Group 3, Census Tract 55, Franklin County, Ohio",31,0,0,0,0
422,1500000US390490055004,390490055004,"Block Group 4, Census Tract 55, Franklin County, Ohio",21,0,0,0,0
423,1500000US390490055005,390490055005,"Block Group 5, Census Tract 55, Franklin County, Ohio",76,0,0,0,0
424,1500000US390490055006,390490055006,"Block Group 6, Census Tract 55, Franklin County, Ohio",32,0,0,0,0
425,1500000US390490055007,390490055007,"Block Group 7, Census Tract 55, Franklin County, Ohio",0,0,0,0,0
426,1500000US390490056101,390490056101,"Block Group 1, Census Tract 56.10, Franklin County, Ohio",36,0,8,0,8
427,1500000US390490056102,390490056102,"Block Group 2, Census Tract 56.10, Franklin County, Ohio",37,0,0,0,12
428,1500000US390490056201,390490056201,"Block Group 1, Census Tract 56.20, Franklin County, Ohio",66,0,0,6,5
429,1500000US390490056202,390490056202,"Block Group 2, Census Tract 56.20, Franklin County, Ohio",30,0,0,0,10
430,1500000US390490056203,390490056203,"Block Group 3, Census Tract 56.20, Franklin County, Ohio",28,5,0,0,12
431,1500000US390490056204,390490056204,"Block Group 4, Census Tract 56.20, Franklin County, Ohio",2,0,0,0,0
432,1500000US390490057001,390490057001,"Block Group 1, Census Tract 57, Franklin County, Ohio",0,0,0,0,32
433,1500000US390490057002,390490057002,"Block Group 2, Census Tract 57, Franklin County, Ohio",13,0,15,0,13
434,1500000US390490057003,390490057003,"Block Group 3, Census Tract 57, Franklin County, Ohio",0,0,0,0,178
435,1500000US390490058101,390490058101,"Block Group 1, Census Tract 58.10, Franklin County, Ohio",0,0,0,0,0
436,1500000US390490058102,390490058102,"Block Group 2, Census Tract 58.10, Franklin County, Ohio",0,0,0,0,0
437,1500000US390490058103,390490058103,"Block Group 3, Census Tract 58.10, Franklin County, Ohio",38,0,0,35,55
438,1500000US390490058201,390490058201,"Block Group 1, Census Tract 58.20, Franklin County, Ohio",85,0,0,6,8
439,1500000US390490058202,390490058202,"Block Group 2, Census Tract 58.20, Franklin County, Ohio",35,0,0,8,12
440,1500000US390490059001,390490059001,"Block Group 1, Census Tract 59, Franklin County, Ohio",24,0,0,0,0
441,1500000US390490059002,390490059002,"Block Group 2, Census Tract 59, Franklin County, Ohio",12,0,0,0,0
442,1500000US390490059003,390490059003,"Block Group 3, Census Tract 59, Franklin County, Ohio",36,0,0,0,0
443,1500000US390490059004,390490059004,"Block Group 4, Census Tract 59, Franklin County, Ohio",45,0,0,0,0
444,1500000US390490060001,390490060001,"Block Group 1, Census Tract 60, Franklin County, Ohio",18,0,0,3,0
445,1500000US390490060002,390490060002,"Block Group 2, Census Tract 60, Franklin County, Ohio",28,0,0,11,0
446,1500000US390490060003,390490060003,"Block Group 3, Census Tract 60, Franklin County, Ohio",0,0,0,7,13
447,1500000US390490061001,390490061001,"Block Group 1, Census Tract 61, Franklin County, Ohio",0,0,0,0,57
448,1500000US390490061002,390490061002,"Block Group 2, Census Tract 61, Franklin County, Ohio",0,0,0,0,39
449,1500000US390490061003,390490061003,"Block Group 3, Census Tract 61, Franklin County, Ohio",5,0,0,0,9
450,1500000US390490061004,390490061004,"Block Group 4, Census Tract 61, Franklin County, Ohio",12,0,0,0,0
451,1500000US390490062201,390490062201,"Block Group 1, Census Tract 62.20, Franklin County, Ohio",0,0,0,0,19
452,1500000US390490062202,390490062202,"Block Group 2, Census Tract 62.20, Franklin County, Ohio",0,0,0,0,0
453,1500000US390490062203,390490062203,"Block Group 3, Census Tract 62.20, Franklin County, Ohio",0,0,0,0,0
454,1500000US390490062204,390490062204,"Block Group 4, Census Tract 62.20, Franklin County, Ohio",0,0,0,0,15
455,1500000US390490062205,390490062205,"Block Group 5, Census Tract 62.20, Franklin County, Ohio",0,0,0,0,37
456,1500000US390490062301,390490062301,"Block Group 1, Census Tract 62.30, Franklin County, Ohio",0,0,0,0,0
457,1500000US390490062302,390490062302,"Block Group 2, Census Tract 62.30, Franklin County, Ohio",0,0,0,35,20
458,1500000US390490062303,390490062303,"Block Group 3, Census Tract 62.30, Franklin County, Ohio",37,0,0,0,23
459,1500000US390490062304,390490062304,"Block Group 4, Census Tract 62.30, Franklin County, Ohio",0,0,0,0,0
460,1500000US390490062361,390490062361,"Block Group 1, Census Tract 62.36, Franklin County, Ohio",12,0,0,0,0
461,1500000US390490062362,390490062362,"Block Group 2, Census Tract 62.36, Franklin County, Ohio",27,0,0,0,0
462,1500000US390490062363,390490062363,"Block Group 3, Census Tract 62.36, Franklin County, Ohio",19,0,0,0,9
463,1500000US390490063101,390490063101,"Block Group 1, Census Tract 63.10, Franklin County, Ohio",0,0,0,0,0
464,1500000US390490063102,390490063102,"Block Group 2, Census Tract 63.10, Franklin County, Ohio",0,0,0,0,13
465,1500000US390490063103,390490063103,"Block Group 3, Census Tract 63.10, Franklin County, Ohio",0,0,0,0,0
466,1500000US390490063104,390490063104,"Block Group 4, Census Tract 63.10, Franklin County, Ohio",0,0,0,0,0
467,1500000US390490063211,390490063211,"Block Group 1, Census Tract 63.21, Franklin County, Ohio",0,0,8,0,0
468,1500000US390490063212,390490063212,"Block Group 2, Census Tract 63.21, Franklin County, Ohio",0,0,10,0,9
469,1500000US390490063213,390490063213,"Block Group 3, Census Tract 63.21, Franklin County, Ohio",21,0,0,0,12
470,1500000US390490063214,390490063214,"Block Group 4, Census Tract 63.21, Franklin County, Ohio",9,0,0,32,0
471,1500000US390490063231,390490063231,"Block Group 1, Census Tract 63.23, Franklin County, Ohio",9,0,0,0,0
472,1500000US390490063232,390490063232,"Block Group 2, Census Tract 63.23, Franklin County, Ohio",0,0,0,0,9
473,1500000US390490063233,390490063233,"Block Group 3, Census Tract 63.23, Franklin County, Ohio",0,0,0,0,0
474,1500000US390490063301,390490063301,"Block Group 1, Census Tract 63.30, Franklin County, Ohio",0,0,0,0,19
475,1500000US390490063302,390490063302,"Block Group 2, Census Tract 63.30, Franklin County, Ohio",16,0,0,0,17
476,1500000US390490063303,390490063303,"Block Group 3, Census Tract 63.30, Franklin County, Ohio",8,0,0,0,35
477,1500000US390490063304,390490063304,"Block Group 4, Census Tract 63.30, Franklin County, Ohio",11,0,0,0,30
478,1500000US390490063305,390490063305,"Block Group 5, Census Tract 63.30, Franklin County, Ohio",0,0,0,0,0
479,1500000US390490063306,390490063306,"Block Group 6, Census Tract 63.30, Franklin County, Ohio",0,0,0,0,27
480,1500000US390490063401,390490063401,"Block Group 1, Census Tract 63.40, Franklin County, Ohio",0,0,0,0,0
481,1500000US390490063402,390490063402,"Block Group 2, Census Tract 63.40, Franklin County, Ohio",10,0,0,0,0
482,1500000US390490063511,390490063511,"Block Group 1, Census Tract 63.51, Franklin County, Ohio",48,0,0,10,9
483,1500000US390490063512,390490063512,"Block Group 2, Census Tract 63.51, Franklin County, Ohio",0,0,0,0,20
484,1500000US390490063513,390490063513,"Block Group 3, Census Tract 63.51, Franklin County, Ohio",0,0,0,0,0
485,1500000US390490063521,390490063521,"Block Group 1, Census Tract 63.52, Franklin County, Ohio",15,0,0,0,0
486,1500000US390490063522,390490063522,"Block Group 2, Census Tract 63.52, Franklin County, Ohio",7,0,0,0,12
487,1500000US390490063523,390490063523,"Block Group 3, Census Tract 63.52, Franklin County, Ohio",62,0,0,0,0
488,1500000US390490063531,390490063531,"Block Group 1, Census Tract 63.53, Franklin County, Ohio",0,0,0,0,14
489,1500000US390490063532,390490063532,"Block Group 2, Census Tract 63.53, Franklin County, Ohio",13,0,0,0,0
490,1500000US390490063533,390490063533,"Block Group 3, Census Tract 63.53, Franklin County, Ohio",21,0,0,0,14
491,1500000US390490063711,390490063711,"Block Group 1, Census Tract 63.71, Franklin County, Ohio",18,0,0,0,0
492,1500000US390490063712,390490063712,"Block Group 2, Census Tract 63.71, Franklin County, Ohio",0,0,0,0,0
493,1500000US390490063713,390490063713,"Block Group 3, Census Tract 63.71, Franklin County, Ohio",0,0,0,0,0
494,1500000US390490063714,390490063714,"Block Group 4, Census Tract 63.71, Franklin County, Ohio",0,9,0,0,0
495,1500000US390490063721,390490063721,"Block Group 1, Census Tract 63.72, Franklin County, Ohio",25,0,34,0,0
496,1500000US390490063722,390490063722,"Block Group 2, Census Tract 63.72, Franklin County, Ohio",0,33,0,0,51
497,1500000US390490063723,390490063723,"Block Group 3, Census Tract 63.72, Franklin County, Ohio",17,0,0,0,12
498,1500000US390490063831,390490063831,"Block Group 1, Census Tract 63.83, Franklin County, Ohio",21,0,0,0,0
499,1500000US390490063832,390490063832,"Block Group 2, Census Tract 63.83, Franklin County, Ohio",0,0,14,0,80
500,1500000US390490063833,390490063833,"Block Group 3, Census Tract 63.83, Franklin County, Ohio",0,0,0,0,0
501,1500000US390490063834,390490063834,"Block Group 4, Census Tract 63.83, Franklin County, Ohio",15,0,0,0,0
502,1500000US390490063835,390490063835,"Block Group 5, Census Tract 63.83, Franklin County, Ohio",0,0,0,0,0
503,1500000US390490063841,390490063841,"Block Group 1, Census Tract 63.84, Franklin County, Ohio",0,0,0,0,0
504,1500000US390490063842,390490063842,"Block Group 2, Census Tract 63.84, Franklin County, Ohio",27,0,0,0,0
