,No,EDHLTH_RAC_SCALED,EDHLTH_WAC_SCALED,EMP_RAC_SCALED,EMP_WAC_SCALED,LEISER_RAC_SCALED,LEISER_WAC_SCALED,OTHER_RAC_SCALED,OTHER_WAC_SCALED,RETAIL_RAC_SCALED,RETAIL_WAC_SCALED
0,1.0,309.7066463149624,2411.8909094726655,1501.4139027658466,11835.767255802573,209.71362136352664,2902.6306874553925,806.8856545570659,3718.719232495787,175.10798053029197,2802.5264263787312
1,2.0,386.3468278495246,603.3345666959381,1505.1388157420085,8207.315858380802,172.2887152171401,3417.1905113938556,824.6783631990542,2699.8405795601934,121.82490947628999,1486.9502007308145
2,3.0,342.674325196732,464.4373176401874,1489.3172804986943,12744.235340013802,238.54022982294552,835.8135161310927,735.3609360872118,8761.915069211012,172.74178939180513,2682.0694370315105
3,4.0,261.59180901227825,193.8171840248003,1460.0142808903606,31396.20395798303,144.378745840631,18073.67797077482,936.7496297880751,11619.216846321717,117.29409624937637,1509.491956861687
4,5.0,779.0810439847436,324.8479386417681,3000.3343815634144,14436.939327970715,320.6966130303295,5741.7772564619345,1633.7378065467324,7832.501385861127,266.8189180016094,537.812747005891
5,6.0,323.5511651381621,457.8066718273688,1782.0788339497074,52925.62137828923,200.56091018265013,16874.357677403594,1118.1611405929764,34143.83167452163,139.80561803591866,1449.6253545366337
6,7.0,333.8774363522338,2918.8367669480476,1440.0947396646814,39033.97686507126,204.36210287858307,7087.382430676935,811.2073649915169,26762.59644430706,90.64783544234727,2265.1612231392096
7,8.0,314.40297802621643,1058.8218201647737,1376.1539920661178,26022.823878499938,203.80899615206053,6377.835591639979,771.4580320742227,16563.818614374104,86.4839858136179,2022.3478523210852
8,9.0,255.33053860801922,23.665153448274776,1463.6061957962092,13008.970291444337,148.41426664139078,11290.452669570546,937.8586981776273,740.9190269995717,122.00269236917202,953.9334414259447
9,10.0,152.62794706095374,3140.083820704322,913.9067434374593,25972.346833225787,148.4924095967722,4587.177853452066,516.6870857219704,17372.707389878364,96.09930105776286,872.3777691910352
10,11.0,573.3492749342663,1757.6825499714562,2873.053890708029,119210.20543455462,360.4642651603453,9246.539544418707,1684.9687071113392,106846.34900125378,254.2716435020779,1359.6343389106828
11,12.0,278.78114437086094,381.1356471644799,1613.1231075260616,10448.174082524438,163.96966353743395,8111.44224276937,1050.4001758402258,1189.6130395530201,119.97212377754089,765.9831530375677
12,13.0,291.79771037907614,423.03632721507313,1517.7226406638404,11284.41990928993,142.18316416220677,3088.589757435446,999.9084823119559,7666.360567984467,83.83328381060153,106.43325665494582
13,14.0,69.91342267193947,9.388841022655306,415.2994946659867,14400.186947254851,25.688739343599675,11773.692184869586,284.949837644316,1657.863054771719,34.747495006131516,959.2428665908894
14,15.0,587.7803412173188,3252.619287435739,2677.263488183173,86951.44566108762,346.76852663768784,6411.691979891868,1513.435829050292,74093.8250316635,229.27879127787395,3193.309362096527
15,16.0,504.1207450312246,976.501391560471,2100.5980877568327,36900.38977558138,269.5590896488706,3715.9235953958755,1163.5485657143668,29151.76885920499,163.3696873623706,3056.1959294200606
16,17.0,788.5702521507432,460.0764414698481,4109.972178158151,51072.00021721226,583.3321869189505,1927.7883273154541,2315.5127427737616,47741.07662303428,422.5569963146952,943.0588253926887
17,18.0,233.63021149069402,13137.446449374496,1228.8224483266636,14690.394589711801,202.51592468251454,1227.096344824882,646.9370266381767,302.9631635874599,145.73928551527834,22.88863192496342
18,19.0,925.187374279257,16441.165127128577,5573.502701501725,19774.99255271341,867.2468108639773,1528.7533765629694,3085.1861673096723,1538.3908203009692,695.8823490488165,266.6832287208955
19,20.0,543.3308041389571,7835.113797059537,3180.5919842704343,10556.163674868987,440.7085955489998,734.5815276532919,1793.568895828086,1568.1654737624267,402.98368875439064,418.3028763937276
20,21.0,714.0942510689144,14944.279956870205,4156.437416535341,22622.708744909993,668.1014902472634,1653.3570366927208,2305.7367649562,5831.903470332079,468.5049102629616,193.16828101498743
21,22.0,344.009969157308,3902.134328614621,1423.2815148583295,49663.57134288547,205.39887770444838,7467.930020088249,783.7759069136366,35921.51054930028,90.0967610829365,2371.9964448823275
22,23.0,527.3872524196468,43.145920693250545,2076.453602928496,10979.308625228336,266.7051088152522,2625.4705912868662,1082.4018677236093,7869.314684242387,199.9593739699878,441.37742900583225
23,24.0,107.59178086861351,139.58340276682742,644.8172835289653,59379.91943104714,91.30344172388648,18441.24942730116,409.78441735502315,39278.743297640365,36.13764358144219,1520.3433033387837
24,25.0,691.2029793464121,2275.557006199494,3313.52165908779,114964.51445949603,428.2509762409189,5911.127258649004,1909.3723997744494,105333.73005714503,284.69530372601,1444.1001375024846
25,26.0,735.3964045237593,375.7275342609124,2919.284421728931,30096.1726367865,373.8876542076069,6089.843955001087,1573.724655934152,23021.780044969993,236.27570706341322,608.8211025545064
26,27.0,230.59256171173797,1109.2428670812926,1027.4734203565652,25831.193202815106,146.3897340109006,7250.455952692103,583.5227058946983,15015.281359107568,66.96841873922831,2456.21302393415
27,28.0,15.97441033505665,100.01439194852196,134.95964906331702,19223.186563513234,23.916766897651947,784.668685717401,89.24446937440891,17898.833836104153,5.824002456199494,439.6696497431559
28,29.0,728.4213385883929,493.7019908500456,3925.317292291561,39556.6745120409,520.8110304365629,931.223360303989,2320.3588156204505,37770.68957745193,355.7261076461545,361.0595834349549
29,30.0,468.98950703374294,24222.053409118067,2514.351375653003,27278.705031701353,421.4934877616751,2136.733745758337,1371.3563986243034,916.3755027718669,252.5119822332811,3.542374053084847
30,31.0,,0.1808306786586674,,1233.3611706937327,,0.0,,1207.909117646379,,25.271222368694847
31,32.0,0.0,8.140047542917985,4.844607129593009,39427.91636822964,0.0,397.2629001677095,4.844607129593009,38962.54195851583,0.0,59.971462003187696
